objectname,objectid,rating,numplays,weight,own,fortrade,want,wanttobuy,wanttoplay,prevowned,preordered,wishlist,wishlistpriority,wishlistcomment,comment,conditiontext,haspartslist,wantpartslist,collid,baverage,average,avgweight,rank,numowned,objecttype,originalname,minplayers,maxplayers,playingtime,maxplaytime,minplaytime,yearpublished,bggrecplayers,bggbestplayers,bggrecagerange,bgglanguagedependence,publisherid,imageid,year,language,other,itemtype,barcode,pricepaid,pp_currency,currvalue,cv_currency,acquisitiondate,acquiredfrom,quantity,privatecomment,invlocation,invdate,version_publishers,version_languages,version_yearpublished,version_nickname
Trash Cult,410248,0,2,0,0,0,0,0,0,1,0,0,3,,,,,,137324588,5.53426,6.99225,2,15514,242,thing,Trash Cult,2,4,40,40,20,2024,"2,3,4",4,8+,,,,,,,standalone,,,,,,,,,,,,,,,
Treasure Island,242639,0,0,0,0,0,0,0,0,1,0,0,3,,,,,,72595916,6.74951,7.19824,2.2,822,12634,thing,Treasure Island,2,5,45,45,45,2018,"3,4,5",4,10+,Moderate in-game text - needs crib sheet or paste ups,,,,,,standalone,,,,,,,,,,,,,,,
The Treasure Ship of Zheng He,429650,8,2,0,1,0,0,0,0,0,0,0,3,,,,,,138533121,5.56153,7.72208,3.2857,11899,178,thing,The Treasure Ship of Zheng He,1,5,120,120,90,2025,"1,2,3,4",3,,,,,,,,standalone,,,,,,,,,,,,,,,
Trek 12: Himalaya,303672,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,83208360,6.20614,6.78529,1.4444,2188,5499,thing,Trek 12: Himalaya,1,50,30,30,15,2020,"1,2,3,4,5,6,7",4,8+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Trekking the World: Second Edition,420361,0,1,0,0,0,0,0,0,1,0,0,3,,,,,,140374840,5.87691,7.48385,1.9375,4011,1749,thing,Trekking the World: Second Edition,1,5,60,60,30,2024,"1,2,3,4,5","2,3",8+,Moderate in-game text - needs crib sheet or paste ups,,,,,,standalone,,,,,,,,,,,,,,,
Trekking Through History,353288,0,0,0,0,0,0,0,0,1,0,0,3,,,,,,126315421,6.963,7.51647,1.767,543,12953,thing,Trekking Through History,1,4,60,60,30,2022,"1,2,3,4",3,8+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Trial by Trolley,282171,2,0,0,0,0,0,0,0,0,0,0,3,,,,,,141723330,5.77327,6.00417,1.0244,5069,11536,thing,Trial by Trolley,3,13,90,90,30,2020,"3,4,5,6,7,8,9,10","5,7",16+,Unplayable in another language,,,,,,standalone,,,,,,,,,,,,,,,
TriATri,351494,0,0,0,1,0,0,0,0,1,0,0,3,,,,,,126320758,5.48294,4.67073,2,28275,24,thing,TriATri,2,4,30,30,20,2021,"2,4",2,8+,,,,,,,standalone,,,,,,,,,,,,,,,
Tribes of the Wind,362986,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,126553587,6.53781,7.31884,2.6667,1226,6549,thing,Tribes of the Wind,2,5,90,90,40,2022,"2,3,4",3,10+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Tribune,292899,0,0,0,0,0,1,1,1,0,0,0,3,,,,,,95342934,5.65105,7.34933,3.125,7383,548,thing,Tribune,2,6,60,60,60,2021,"3,4,5,6","4,5",12+,Some necessary text - easily memorized or small crib sheet,,,,,,standalone,,,,,,,,,,,,,,,
Trick & Snipers,420766,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,126317495,5.58679,6.68232,1.75,10028,443,thing,Trick & Snipers,3,5,15,15,15,2024,"3,4,5",4,10??8,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Trick and Trade,361895,0,1,0,1,0,0,0,0,0,0,0,3,,,,,,126320763,5.59339,7.0551,2,9635,203,thing,Trick and Trade,3,5,40,40,20,2022,"3,4,5",4,,,,,,,,standalone,,,,,,,,,,,,,,,
Trick Dumpling,405976,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,126319602,5.52143,6.58511,2,18695,126,thing,Trick Dumpling,2,5,30,30,15,2023,"4,5","4,5",,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Trick King,435857,0,1,0,1,0,0,0,0,0,0,0,1,,,,,,128153591,0,4.41667,0,0,36,thing,Trick King,3,4,30,30,30,2024,,,,,,,,,,standalone,,,,,,,,,,,,,,,
Trick o' Roof,390556,0,0,0,1,0,0,0,0,1,0,0,3,,,,,,126317499,0,4,0,0,32,thing,Trick o' Roof,2,5,60,60,30,2023,,,,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Trick of Fixer,408622,0,0,0,1,0,0,0,0,1,0,0,3,,,,,,126320767,5.518,6.72727,4,19721,147,thing,Trick of Fixer,4,5,60,60,15,2023,,,,,,,,,,standalone,,,,,,,,,,,,,,,
Trick of the Rails,118497,0,1,0,1,0,0,0,0,0,0,0,3,,,,,,126320769,5.90586,6.58687,2.4211,3781,2023,thing,Trick of the Rails,3,5,20,20,20,2011,"3,4",3,10+,Some necessary text - easily memorized or small crib sheet,,,,,,standalone,,,,,,,,,,,,,,,
Trick Raiders,374336,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,126317492,5.59619,7.12204,2,9489,280,thing,Trick Raiders,3,4,30,30,15,2022,"3,4",4,,Some necessary text - easily memorized or small crib sheet,,,,,,standalone,,,,,,,,,,,,,,,
Trick Runaway,410345,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,126317498,0,6.27679,2,0,68,thing,Trick Runaway,4,5,40,40,30,2023,,,,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Trick Smith,445645,0,2,0,1,0,0,0,0,0,0,0,3,,,,,,132875552,0,5.16667,0,0,18,thing,Trick Smith,3,5,15,15,10,2025,,,,,,,,,,standalone,,,,,,,,,,,,,,,
Trick Stakes,420932,0,0,0,1,0,0,1,0,1,0,0,3,,,,,,126317563,0,7.68571,0,0,41,thing,Trick Stakes,3,4,30,30,30,2024,"3,4",4,,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Trick-Taking Werewolf,410120,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,126319417,0,6.65385,2,0,107,thing,Trick-Taking Werewolf,4,4,20,20,10,2023,4,4,,Some necessary text - easily memorized or small crib sheet,,,,,,standalone,,,,,,,,,,,,,,,
Trick-Taking: The Trick-Taking Game,197068,0,0,0,1,0,0,0,0,1,0,0,3,,,,,,102114545,5.48051,4.99304,1.5,28492,439,thing,Trick-Taking: The Trick-Taking Game,2,4,30,30,30,2016,"2,3,4","2,3",8+,Some necessary text - easily memorized or small crib sheet,,,,,,standalone,,,,,,,,,,,,,,,
Trick-Taking: The Trick-Taking Game ??Clairvoyant promo,217778,0,0,0,1,0,0,0,0,1,0,0,3,,,,,,106002260,0,6.25,0,0,32,thing,Trick-Taking: The Trick-Taking Game ??Clairvoyant promo,1,4,30,30,15,2016,,,,,,,,,,expansion,,,,,,,,,,,,,,,
Trick'n Treat,426982,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,126317555,5.52361,6.5,2,18049,131,thing,Trick'n Treat,3,5,20,20,10,2024,"4,5",4,,,,,,,,standalone,,,,,,,,,,,,,,,
Trickadee,423816,0,1,0,1,0,0,0,0,0,1,0,3,,,,,,126320776,5.54681,6.9526,2,13499,282,thing,Trickadee,3,5,40,40,20,2025,"4,5",4,10,,,,,,,standalone,,,,,,,,,,,,,,,
Trickarus,432487,0,0,0,1,0,0,1,1,1,0,0,3,,,,,,126320778,5.67962,7.0997,1.4286,6696,506,thing,Trickarus,2,5,40,40,20,2024,"3,4,5",4,10+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Trickerion: Legends of Illusion,163068,0,0,0,0,0,0,1,1,0,0,0,3,,,,,,73223290,7.53825,7.97217,4.2613,120,17402,thing,Trickerion: Legends of Illusion,2,4,180,180,60,2015,"2,3,4",4,14+,Moderate in-game text - needs crib sheet or paste ups,,,,,,standalone,,,,,,,,,,,,,,,
Tricks and the Phantom,242325,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,80103665,5.65142,6.57193,2,7374,1076,thing,Tricks and the Phantom,2,4,20,20,10,2017,"3,4",4,,,,,,,,standalone,,,,,,,,,,,,,,,
Trickster: Champions of Time,218310,0,0,0,0,0,0,0,0,0,0,1,3,,,,,,134318366,5.6316,6.36571,1.8,7967,987,thing,Trickster: Champions of Time,2,7,30,30,25,2017,"4,5,6","4,5",,,,,,,,standalone,,,,,,,,,,,,,,,
TRICKTAKERs,343566,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,126317504,5.90914,7.40955,2.8182,3752,1559,thing,TRICKTAKERs,2,5,40,40,30,2021,"2,3,4,5",4,,Moderate in-game text - needs crib sheet or paste ups,,,,,,standalone,,,,,,,,,,,,,,,
TRICKTAKERs Little,366578,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,126317534,0,7.66667,3.2,0,115,thing,TRICKTAKERs Little,2,5,40,40,30,2022,,,,,,,,,,expansion,,,,,,,,,,,,,,,
TRICKTAKERs: Expansion Set,355404,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,126320786,5.53312,8.13,2.75,0,182,thing,TRICKTAKERs: Expansion Set,2,5,40,40,30,2021,"2,3,4,5","2,4",,,,,,,,expansion,,,,,,,,,,,,,,,
Tricky Badger,386475,0,1,0,1,0,0,0,0,1,0,0,3,,,,,,138493199,5.49601,5.47582,1.6667,26316,224,thing,Tricky Badger,3,5,45,45,25,2023,"3,4",3,10+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Tricky Seasons: Finland,443041,0,1,0,1,0,0,0,0,1,0,0,3,,,,,,131548956,0,7.13333,2,0,6,thing,Tricky Seasons: Finland,3,5,0,0,0,2025,,,,,,,,,,standalone,,,,,,,,,,,,,,,
Tricky Tides,234776,0,0,0,0,0,0,1,1,0,0,0,3,,,,,,100143426,5.6886,6.83614,1.8,6467,889,thing,Tricky Tides,2,4,45,45,30,2019,"2,3,4",3,8+,Some necessary text - easily memorized or small crib sheet,,,,,,standalone,,,,,,,,,,,,,,,
Tricky Time Crisis,383701,0,0,0,1,0,0,0,0,1,0,0,1,,,,,,115344152,5.74975,7.21701,1.8571,5386,784,thing,Tricky Time Crisis,2,5,45,45,25,2023,"3,4,5",5,,,,,,,,standalone,,,,,,,,,,,,,,,
Tricky Twist,450053,0,1,0,1,0,0,0,0,0,0,0,3,,,,,,138988194,5.5278,6.65263,2,16973,180,thing,Tricky Twist,3,4,30,30,20,2025,"3,4",3,12+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
TRICQ SHOT,432839,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,126317407,0,5.43621,1.5,0,124,thing,TRICQ SHOT,3,5,60,60,20,2024,"3,4,5",4,,,,,,,,standalone,,,,,,,,,,,,,,,
Trinket Trove,436931,0,1,0,1,0,0,0,0,0,0,0,3,,,,,,135227979,5.83275,7.57288,1.5714,4412,1203,thing,Trinket Trove,2,6,30,30,30,2025,"3,4,5,6",4,,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Triqueta,378200,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,115343344,6.06796,6.85089,1.3276,2796,3132,thing,Triqueta,2,5,30,30,20,2023,"2,3,4,5","3,4",8+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
TRND,433075,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,126317049,5.56898,6.38487,1,11286,511,thing,TRND,3,5,30,30,30,2024,"2,3,4,5",5,6+,,,,,,,standalone,,,,,,,,,,,,,,,
Troika,240822,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,88063533,5.64048,6.16332,1.1667,7705,1677,thing,Troika,2,5,20,20,20,2017,"2,3,4,5","3,4",8+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
TROLL,174893,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,72617263,5.62006,6.44875,1.3333,8386,753,thing,TROLL,3,5,30,30,20,2015,"3,4,5",5,8+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Trolls and Princesses,371873,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,115343218,5.93647,7.47355,3.2273,3558,2042,thing,Trolls and Princesses,2,4,120,120,90,2023,"2,3,4",3,12+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Trolls and Princesses,371873,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,115344006,5.93647,7.47355,3.2273,3558,2042,thing,Trolls and Princesses,2,4,120,120,90,2023,"2,3,4",3,12+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Tropicalia,415188,0,1,0,1,0,0,0,0,0,0,0,3,,,,,,141918756,0,6.23684,2,0,48,thing,Tropicalia,2,4,60,60,45,2025,"2,3,4",3,,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Troyes,73439,0,0,0,0,0,0,0,0,1,0,0,3,,,,,,72613493,7.49158,7.70524,3.3763,139,28787,thing,Troyes,1,4,90,90,90,2010,"2,3,4",3,12+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Troyes Dice,284584,6,0,0,0,0,0,0,0,1,0,0,3,,,,,,78786280,6.30328,6.97975,2.275,1834,5170,thing,Troyes Dice,1,10,30,30,20,2020,"1,2,3,4,5","1,2",10+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Troyes: Bonus Cards,94284,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,72613499,6.06809,7.60562,3.2083,0,3348,thing,Troyes: Bonus Cards,2,4,90,90,90,2011,"2,3,4",3,14+,No necessary in-game text,,,,,,expansion,,,,,,,,,,,,,,,
Troyes: The Ladies of Troyes,127061,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,72613498,6.6994,7.97687,3.5319,0,9231,thing,Troyes: The Ladies of Troyes,2,4,90,90,90,2012,"2,3,4",3,12+,No necessary in-game text,,,,,,expansion,,,,,,,,,,,,,,,
"Trump, Tricks, Game!",15261,0,2,0,1,0,0,0,0,0,0,0,3,,,,,,132313653,5.66032,6.47495,1.8913,7147,1015,thing,"Trump, Tricks, Game!",3,4,45,45,45,2005,"2,3,4",3,10+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
TrumPen,338741,6,1,0,1,0,0,0,0,0,0,0,3,,,,,,141771409,0,7,0,0,28,thing,TrumPen,2,6,30,30,5,2021,,,,,,,,,,standalone,,,,,,,,,,,,,,,
Tsumooo!,445519,0,1,0,1,0,0,0,0,0,0,0,3,,,,,,132680451,0,6.245,0,0,97,thing,Tsumooo!,3,5,40,40,20,2025,,,,,,,,,,standalone,,,,,,,,,,,,,,,
Tsuro,16992,6,0,0,0,0,0,0,0,0,0,0,3,,,,,,141722600,6.53426,6.66793,1.2192,1238,46592,thing,Tsuro,2,8,20,20,15,2005,"2,3,4,5,6,7,8","4,6",6+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Tubyrinth,193161,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,92770925,5.5313,6.22674,1,16154,271,thing,Tubyrinth,1,6,20,20,20,2016,"1,2,3,4,5,6","4,5,6",8+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Tucana Builders,386273,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,115344753,5.6502,6.58712,1.3846,7406,720,thing,Tucana Builders,1,5,30,30,30,2023,"1,2,3,4,5",1,10??,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Tungaru,279198,0,0,0,0,0,0,0,0,1,0,0,3,,,,,,80489481,5.7778,6.93068,3.0263,5010,1702,thing,Tungaru,2,5,90,90,45,2020,"2,3,4,5",3,12+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Tuppen,19971,0,0,0,1,0,0,0,0,1,0,0,3,,,,,,126326247,5.50582,5.69432,1.5714,23717,68,thing,Tuppen,2,8,30,30,5,0,"3,4,5,6,7",5,,,,,,,,standalone,,,,,,,,,,,,,,,
Turn the Tide,1403,8,0,0,1,0,0,0,0,0,0,0,3,,,,,,72617131,6.38201,6.78956,1.5182,1616,7816,thing,Turn the Tide,3,5,30,30,30,1997,"3,4,5","4,5",10+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Tute,143073,0,1,0,1,0,0,0,0,0,0,0,3,,,,,,136721793,5.55353,6.8282,2,12690,96,thing,Tute,2,4,20,20,20,0,"2,3,4",2,10+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Twice as Clever!,269210,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,88062993,7.03715,7.41791,2.2718,450,19297,thing,Twice as Clever!,1,4,30,30,30,2019,"1,2,3,4",2,10+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Twilight Inscription,361545,6,0,0,0,0,0,0,0,0,0,0,3,,,,,,141723089,6.77497,7.40917,3.2123,789,11522,thing,Twilight Inscription,1,8,120,120,90,2022,"1,2,3,4,5,6","3,4",12+,Moderate in-game text - needs crib sheet or paste ups,,,,,,standalone,,,,,,,,,,,,,,,
Twin Palms,352818,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,126320797,5.60798,6.4175,1.375,8905,441,thing,Twin Palms,2,5,60,60,30,2022,"2,3,4,5",3,,,,,,,,standalone,,,,,,,,,,,,,,,
Twinkle Starship,324344,0,0,0,1,0,0,1,1,1,0,0,3,,,,,,126320801,5.70508,7.12373,1.7778,6128,569,thing,Twinkle Starship,3,4,50,50,30,2020,"3,4",4,,,,,,,,standalone,,,,,,,,,,,,,,,
Twins,343,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,72617279,5.56037,6.15327,1.25,12020,577,thing,Twins,3,6,30,30,30,1996,"3,4,5,6","4,5",8+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Twisty Tracks,365627,0,1,0,1,0,0,0,0,0,0,0,3,,,,,,129794652,5.55684,6.66422,1.7143,12345,279,thing,Twisty Tracks,1,4,30,30,15,2023,"1,2,3,4",2,5+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Two Rooms and a Boom,134352,8,0,0,0,0,0,0,0,0,0,0,3,,,,,,141722661,6.54505,6.98324,1.481,1204,10548,thing,Two Rooms and a Boom,6,30,20,20,7,2013,"8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30","14,16,17,18,20,22",12+,Some necessary text - easily memorized or small crib sheet,,,,,,standalone,,,,,,,,,,,,,,,
Tycoon: India 1981,372571,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,115344284,5.73101,7.87457,3.8261,5683,517,thing,Tycoon: India 1981,1,4,180,180,60,2025,"2,3,4",4,14+,Moderate in-game text - needs crib sheet or paste ups,,,,,,standalone,,,,,,,,,,,,,,,
Tyrants of the Underdark,189932,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,127196044,7.41994,7.91448,2.5477,163,12101,thing,Tyrants of the Underdark,2,4,60,60,60,2016,"2,3,4",4,12+,Moderate in-game text - needs crib sheet or paste ups,,,,,,standalone,,,,,,,,,,,,,,,
Tyrants of the Underdark: Board Game,336847,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,127196066,7.04661,8.22172,2.45,0,6785,thing,Tyrants of the Underdark: Board Game,2,4,90,90,90,2021,"2,3,4",4,12+,Moderate in-game text - needs crib sheet or paste ups,,,,,,standalone,,,,,,,,,,,,,,,
TZAAR,31999,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,109224584,6.88041,7.66691,2.4805,637,6387,thing,TZAAR,2,2,60,60,30,2007,2,2,8+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Tzolk'in: The Mayan Calendar,126163,0,0,0,0,0,0,0,0,1,0,0,3,,,,,,72634278,7.68455,7.84753,3.6643,72,50002,thing,Tzolk'in: The Mayan Calendar,2,4,90,90,90,2012,"2,3,4",4,12+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Tzolk'in: The Mayan Calendar ??Mini Expansion 1,134380,0,0,0,0,0,0,0,0,1,0,0,3,,,,,,97369444,5.98542,7.56454,3.1724,0,3825,thing,Tzolk'in: The Mayan Calendar ??Mini Expansion 1,2,4,90,90,90,2012,"2,3,4","2,3",12+,No necessary in-game text,,,,,,expansion,,,,,,,,,,,,,,,
Tzolk'in: The Mayan Calendar ??Mini Expansion 2,142580,0,0,0,0,0,0,0,0,1,0,0,3,,,,,,97369429,5.94971,7.66186,3.2593,0,3515,thing,Tzolk'in: The Mayan Calendar ??Mini Expansion 2,2,4,90,90,90,2013,"2,3,4",4,12+,No necessary in-game text,,,,,,expansion,,,,,,,,,,,,,,,
Tzolk'in: The Mayan Calendar ??Tribes & Prophecies,143065,0,0,0,0,0,0,0,0,1,0,0,3,,,,,,72634280,7.17878,8.11482,3.6104,0,14601,thing,Tzolk'in: The Mayan Calendar ??Tribes & Prophecies,2,5,90,90,90,2013,"2,3,4,5",4,12+,Some necessary text - easily memorized or small crib sheet,,,,,,expansion,,,,,,,,,,,,,,,
Ubongo!: 3-D Family,269971,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,90989088,5.61706,7.04034,1.6667,8500,504,thing,Ubongo!: 3-D Family,1,4,25,25,25,2019,"1,2,3,4","1,4",8+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Uchronicle,387561,0,0,0,1,0,0,0,0,1,0,0,3,,,,,,126320805,5.55391,6.78969,2.5,12651,160,thing,Uchronicle,2,3,40,40,30,2023,"2,3","2,3",,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Uffbasse!,444209,0,1,0,1,0,0,0,0,1,0,0,3,,,,,,138489795,0,7.36154,2,0,78,thing,Uffbasse!,2,5,50,50,30,2025,"2,3,4,5","3,4",8+,Some necessary text - easily memorized or small crib sheet,,,,,,standalone,,,,,,,,,,,,,,,
Ultimate Railroads,329591,0,0,0,0,0,0,0,0,1,0,0,3,,,,,,93877310,7.215,8.36028,3.2748,0,7519,thing,Ultimate Railroads,1,4,120,120,90,2021,"1,2,3,4",2,12+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Ultimate Werewolf: Ultimate Edition,38159,8,0,0,0,0,0,0,0,0,0,0,3,,,,,,141723114,6.37926,6.94248,1.494,1625,7380,thing,Ultimate Werewolf: Ultimate Edition,5,68,90,90,30,2008,"8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,27","11,12,13,14,15,16",8+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
UMATAKA,420040,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,126323103,5.56413,7.88841,2.6667,11677,86,thing,UMATAKA,2,4,90,90,60,2024,"2,3,4",4,,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Unconscious Mind,329500,0,0,0,0,0,0,0,0,1,0,0,3,,,,,,126315540,7.1794,7.89885,4.0202,318,13672,thing,Unconscious Mind,1,4,120,120,60,2024,"1,2,3","2,3",14+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Undaunted: Normandy,268864,0,0,0,1,0,0,0,0,1,0,0,3,,,,,,83726086,7.3924,7.76853,2.2636,181,26340,thing,Undaunted: Normandy,2,2,60,60,45,2019,2,2,12+,Some necessary text - easily memorized or small crib sheet,,,,,,standalone,,,,,,,,,,,,,,,
Undaunted: North Africa,290359,0,0,0,0,0,0,0,0,1,0,0,3,,,,,,83726089,6.94138,7.75342,2.3333,569,13726,thing,Undaunted: North Africa,2,2,60,60,45,2020,2,2,10+,Some necessary text - easily memorized or small crib sheet,,,,,,standalone,,,,,,,,,,,,,,,
Underwater Cities,247763,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,72634408,7.77597,8.04336,3.5854,49,29689,thing,Underwater Cities,1,4,150,150,80,2018,"1,2,3",2,12+,Moderate in-game text - needs crib sheet or paste ups,,,,,,standalone,,,,,,,,,,,,,,,
Underwater Cities: Biodome Promo,263920,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,72634410,5.98445,7.60236,2.4615,0,3420,thing,Underwater Cities: Biodome Promo,1,4,150,150,80,2018,"2,3,4",2,12+,Some necessary text - easily memorized or small crib sheet,,,,,,expansion,,,,,,,,,,,,,,,
Underwater Cities: New Discoveries,276104,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,72634451,7.12039,8.45697,3.5536,0,11146,thing,Underwater Cities: New Discoveries,1,4,180,180,100,2019,"1,2,3,4","2,3",10+,Moderate in-game text - needs crib sheet or paste ups,,,,,,expansion,,,,,,,,,,,,,,,
Union Stockyards,343927,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,115343761,5.96022,7.47225,2.5,3404,1139,thing,Union Stockyards,2,5,90,90,45,2023,"2,3,4,5",4,10+,Moderate in-game text - needs crib sheet or paste ups,,,,,,standalone,,,,,,,,,,,,,,,
"Unmatched: Battle of Legends, Volume One",274637,0,2,0,1,0,0,0,0,0,0,0,3,,,,,,88066741,7.21448,7.68469,1.94,291,21236,thing,"Unmatched: Battle of Legends, Volume One",2,4,40,40,20,2019,"2,4",2,10+,Moderate in-game text - needs crib sheet or paste ups,,,,,,standalone,,,,,,,,,,,,,,,
"Unmatched: Battle of Legends, Volume Two",335764,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,126323353,7.00845,8.21375,2.0816,483,10259,thing,"Unmatched: Battle of Legends, Volume Two",2,4,40,40,20,2021,"2,4","2,4",10+,Moderate in-game text - needs crib sheet or paste ups,,,,,,standalone,,,,,,,,,,,,,,,
Unmatched: Brains and Brawn,383467,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,126323355,6.26602,8.25316,2.1818,1963,4550,thing,Unmatched: Brains and Brawn,2,3,40,40,20,2023,"2,3",2,10+,Extensive use of text - massive conversion needed to be playable,,,,,,standalone,,,,,,,,,,,,,,,
Unmatched: Buffy the Vampire Slayer,315060,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,126323364,6.16431,7.52764,2.0833,2340,4163,thing,Unmatched: Buffy the Vampire Slayer,2,4,40,40,20,2020,"2,3,4",2,10+,Extensive use of text - massive conversion needed to be playable,,,,,,standalone,,,,,,,,,,,,,,,
Unmatched: Cobble & Fog,294484,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,126323368,7.37392,7.92718,1.965,192,21834,thing,Unmatched: Cobble & Fog,2,4,40,40,20,2020,"2,4",2,10+,Moderate in-game text - needs crib sheet or paste ups,,,,,,standalone,,,,,,,,,,,,,,,
Unmatched: For King and Country,326937,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,126323371,6.17708,8.19107,2.5714,2300,4132,thing,Unmatched: For King and Country,2,3,40,40,20,2023,"2,3",2,12,Extensive use of text - massive conversion needed to be playable,,,,,,standalone,,,,,,,,,,,,,,,
Unmatched: Houdini vs. The Genie,354544,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,126323379,6.65487,8.20973,2.2667,989,7458,thing,Unmatched: Houdini vs. The Genie,2,2,20,20,20,2022,2,2,10+,Moderate in-game text - needs crib sheet or paste ups,,,,,,standalone,,,,,,,,,,,,,,,
Unmatched: Jurassic Park ??Dr. Sattler vs. T. Rex,284778,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,126323382,6.49688,8.02314,2,1326,6358,thing,Unmatched: Jurassic Park ??Dr. Sattler vs. T. Rex,2,2,40,40,20,2022,2,2,8+,Moderate in-game text - needs crib sheet or paste ups,,,,,,standalone,,,,,,,,,,,,,,,
